"","X","system","Cause","Effect","rho_Lmax","p_Z","Kendall_tau","Kendall_p","Convergence","Standardized_linkage_strength","direction","trait.effect.abundance.phyto","abundance.effect.trait.phyto","trait.effect.abundance.zoo","abundance.effect.trait.zoo","trait.effect.abundance.total","abundance.effect.trait.total","Warming_rate","temp_mean","Oxgen_rate","Oxgen_mean","pH_rate.t","pH_mean","PO4.3_rate.t","PO4.3_mean","NO3_mean","Chlorophyll.a","trait.effect.abundance","abundance.effect.trait","length_time"
"22",22,"WS","E..tripartita.1","E..tripartita",0.549587807006157,0.207278711896636,1,0.00266671180725098,FALSE,0.561139570400506,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"23",23,"WS","E..zodiacus.1","E..zodiacus",0.942314030251796,0.00244675756142665,1,0.00266671180725098,TRUE,0.962120489896419,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"24",24,"WS","G..delicatula.1","G..delicatula",0.742580767816786,0.0700971262786524,0.999999940395355,0.00853490829467773,FALSE,0.75818904227568,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"25",25,"WS","G..flaccida.1","G..flaccida",0.946840320209657,0.0130106130782524,1,0.00266671180725098,TRUE,0.966741917755777,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"26",26,"WS","G..striata.1","G..striata",0.938721023683747,0.0510902840255847,1,0.00266671180725098,FALSE,0.958451962071858,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"27",27,"WS","Gymnodinium.sp..1","Gymnodinium.sp.",0.933833974739854,0.000370810301897673,1,0.00266671180725098,TRUE,0.953462192448254,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"28",28,"WS","Gyrodinium.sp..1","Gyrodinium.sp.",0.925416530644376,0.0096120183049434,1,0.00266671180725098,TRUE,0.944867822443328,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"29",29,"WS","H..tamesis.1","H..tamesis",0.944300854010652,0.0413721453171485,1,0.00266671180725098,TRUE,0.964149074621722,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"30",30,"WS","L..danicus.1","L..danicus",0.830952397861295,0.0577436912929034,0.904761910438538,0.00686383247375488,FALSE,0.848418151958626,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"31",31,"WS","L..minimus.1","L..minimus",0.773113857905018,0.159288200548604,1,0.00266671180725098,FALSE,0.789363906122174,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"32",32,"WS","L..strobila.1","L..strobila",0.877099800354674,0.140431869485686,1,0.00266671180725098,FALSE,0.895535524797183,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"33",33,"WS","L..undulatum.1","L..undulatum",0.869676330732104,0.0757458334061939,1,0.00266671180725098,FALSE,0.887956021573518,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"34",34,"WS","M..rubra.1","M..rubra",0.871054342359984,0.0198141292099135,0.999999940395355,0.00853490829467773,TRUE,0.889362997570834,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"35",35,"WS","Navicula.sp..1","Navicula.sp.",0.808963601591831,0.290396332333835,1,0.00266671180725098,FALSE,0.825967174089437,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"36",36,"WS","O..aurita.1","O..aurita",0.338721520868445,0.16262487606811,0.904761910438538,0.00686383247375488,FALSE,0.345841094512121,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"37",37,"WS","O..aurita.var..minima.1","O..aurita.var..minima",0.607564485343112,0.0399995523771116,0.999999940395355,0.00853490829467773,TRUE,0.620334858142547,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"38",38,"WS","O..granulata.1","O..granulata",0.915133788819054,0.044714821673302,1,0.00266671180725098,TRUE,0.93436894809269,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"39",39,"WS","O..mobiliensis.1","O..mobiliensis",0.877026303378916,0.0269181838861816,0.999999940395355,0.00853490829467773,TRUE,0.895460482991529,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"40",40,"WS","O..regia.1","O..regia",0.727553236207342,0.196397325647988,1,0.00266671180725098,FALSE,0.742845647600606,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"41",41,"WS","O..rhombus.1","O..rhombus",0.868106813708897,0.11125154699983,1,0.00266671180725098,FALSE,0.886353514936886,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"42",42,"WS","O..rhombus.f.trigona.1","O..rhombus.f.trigona",0.861473344810256,0.11208860608737,1,0.00266671180725098,FALSE,0.879580617429706,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"43",43,"WS","O..sinensis.1","O..sinensis",0.926799766638531,0.0307628932999218,1,0.00266671180725098,TRUE,0.946280132617659,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"44",44,"WS","P..bipes.1","P..bipes",0.955669623122567,0.0140054111796536,1,0.00266671180725098,TRUE,0.975756803421592,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"45",45,"WS","P..micans.1","P..micans",0.885841305943051,0.0584709455553035,0.999999940395355,0.00853490829467773,FALSE,0.904460767730129,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"46",46,"WS","P..sulcata.1","P..sulcata",0.784617607977407,0.208162614927068,1,0.00266671180725098,FALSE,0.801109453041745,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"47",47,"WS","P..vanheurckii.1","P..vanheurckii",0.873815390364637,0.00629219260740799,1,0.00266671180725098,TRUE,0.892182079929349,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"48",48,"WS","Phaeocystis.sp..1","Phaeocystis.sp.",0.936827055003987,0.0475610792597878,1,0.00266671180725098,TRUE,0.956518184142719,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"49",49,"WS","Pleurosigma.sp..1","Pleurosigma.sp.",0.878525503784925,0.15713143830786,1,0.00266671180725098,FALSE,0.896991195028892,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"50",50,"WS","Protoperidinium.sp..1","Protoperidinium.sp.",0.860875539222535,0.211954711591357,0.904761910438538,0.00686383247375488,FALSE,0.878970246591052,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"51",51,"WS","Prymnesiophyceae.indet.1","Prymnesiophyceae.indet",0.335263618150697,0.248876203762829,0.866666615009308,0.0241705179214478,FALSE,0.342310510280105,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"52",52,"WS","Pseudo.nitzschia.sp..1","Pseudo.nitzschia.sp.",0.675702082120381,0.00226704124223653,1,0.00266671180725098,TRUE,0.689904636249527,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"53",53,"WS","R..imbricata.1","R..imbricata",0.369710911036425,0.152572435627812,0.999999940395355,0.00853490829467773,FALSE,0.377481849390874,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"54",54,"WS","R..setigera.1","R..setigera",0.747004199808993,0.0901057816876776,1,0.00266671180725098,FALSE,0.762705450202057,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"55",55,"WS","S..fragilarioides.1","S..fragilarioides",0.701142016319452,0.116135195580085,1,0.00266671180725098,FALSE,0.715879291373788,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"56",56,"WS","Scrippsiella.sp..1","Scrippsiella.sp.",0.927559262449707,0.0173175982931852,1,0.00266671180725098,TRUE,0.947055592239891,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"57",57,"WS","Skeletonema.sp..1","Skeletonema.sp.",0.96491617249835,0.0052947645480016,1,0.00266671180725098,TRUE,0.985197705636433,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"58",58,"WS","T..minima.1","T..minima",0.936034335519894,0.036306299169431,1,0.00266671180725098,TRUE,0.955708802520562,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"59",59,"WS","T..nitzschioides.1","T..nitzschioides",0.967912770960715,0.000836500175216304,1,0.00266671180725098,TRUE,0.988257289477992,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"60",60,"WS","T..punctigera.1","T..punctigera",0.942863266559649,0.00535032116475809,1,0.00266671180725098,TRUE,0.96268127057952,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"61",61,"WS","T..rotula.1","T..rotula",0.967012105233494,0.000102601417473314,1,0.00266671180725098,TRUE,0.987337692695087,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
"62",62,"WS","Thalassiosira.sp..1","Thalassiosira.sp.",0.563927663098916,0.0853041436218143,0.999999940395355,0.00853490829467773,FALSE,0.575780835335638,"trait affects abundance",0.555555555555556,0.507936507936508,NA,NA,0.555555555555556,0.507936507936508,0.03371825415,10.1001530919333,0.0552444443333298,2.17981254574359,0.00672818929629714,8.14238075399167,-0.029476080236111,0.517301587291667,17.4164135582833,6.717563690525,0.555555555555556,0.507936507936508,40
